User_ID,Bidang_Usaha,Tahun,Bulan,Pendapatan,Beban_Operasional,Pajak,Laba_Rugi
1,Perdagangan,2018,1,499280098,73933927,44070421,381275750
1,Perdagangan,2018,2,102453338,283038498,19881728,-200466888
1,Perdagangan,2018,3,84045666,66321408,17796932,-72674
1,Perdagangan,2018,4,313183577,110053374,31063245,172066958
1,Perdagangan,2018,5,223660954,117636744,37374990,68649220
1,Perdagangan,2018,6,275661966,129174313,12887739,133599914
1,Perdagangan,2018,7,379506482,154987326,27070111,197449045
1,Perdagangan,2018,8,99007334,296406835,8331068,-205730569
1,Perdagangan,2018,9,86810847,159871965,22750764,-95811882
1,Perdagangan,2018,10,221116174,43841962,48156515,129117697
1,Perdagangan,2018,11,341428876,190731194,36288562,114409120
1,Perdagangan,2018,12,205569237,43484187,38598017,123487033
1,Perdagangan,2019,1,299625132,215995197,41093880,42536055
1,Perdagangan,2019,2,400188315,250519835,49066131,100602349
1,Perdagangan,2019,3,125415325,55563453,39755914,30095958
1,Perdagangan,2019,4,369309439,266703609,28477595,74128235
1,Perdagangan,2019,5,342072678,156702141,7907360,177463177
1,Perdagangan,2019,6,145057280,117453338,27474685,129257
1,Perdagangan,2019,7,52235000,255283714,34859174,-237907888
1,Perdagangan,2019,8,220320581,66159303,17195226,136966052
1,Perdagangan,2019,9,232153864,103375337,45759979,83018548
1,Perdagangan,2019,10,341669966,205933626,5061087,130675253
1,Perdagangan,2019,11,130705119,269546199,23273392,-162114472
1,Perdagangan,2019,12,328710077,36816569,45038963,246854545
1,Perdagangan,2020,1,57654909,238520688,37048740,-217914519
1,Perdagangan,2020,2,199638768,178428240,9965050,11245478
1,Perdagangan,2020,3,486432897,31506305,25560091,429366501
1,Perdagangan,2020,4,271099573,161951830,10674719,98473024
1,Perdagangan,2020,5,192875872,60163712,27277522,105434638
1,Perdagangan,2020,6,289253117,105447809,26808811,156996497
1,Perdagangan,2020,7,362601305,247174085,37986527,77440693
1,Perdagangan,2020,8,448129398,222445635,16718070,208965693
1,Perdagangan,2020,9,99905866,248233509,41112663,-189440306
1,Perdagangan,2020,10,459313092,51378291,41634821,366299980
1,Perdagangan,2020,11,152325205,173651082,21887294,-43213171
1,Perdagangan,2020,12,437791599,227640719,35827104,174323776
1,Perdagangan,2021,1,160456008,55213498,40703247,64539263
1,Perdagangan,2021,2,225127900,245762234,11404003,-32038337
1,Perdagangan,2021,3,121244178,71939266,38267858,11037054
1,Perdagangan,2021,4,473767187,106641503,15421958,351703726
1,Perdagangan,2021,5,262027187,116946087,14132582,130948518
1,Perdagangan,2021,6,315128273,73777024,21385802,219965447
1,Perdagangan,2021,7,441127003,233432470,48799966,158894567
1,Perdagangan,2021,8,60047453,54109026,47090758,-41152331
1,Perdagangan,2021,9,200255355,234554767,25281689,-59581101
1,Perdagangan,2021,10,287085688,91450611,37114689,158520388
1,Perdagangan,2021,11,449873327,115415947,47060836,287396544
1,Perdagangan,2021,12,82797855,54795514,10184502,17817839
1,Perdagangan,2022,1,432380040,144001512,28448674,259929854
1,Perdagangan,2022,2,373659410,114962818,11041495,247655097
1,Perdagangan,2022,3,483484403,280425328,28101383,174957692
1,Perdagangan,2022,4,201786915,121164453,16002109,64620353
1,Perdagangan,2022,5,89501026,299746008,36146082,-246391064
1,Perdagangan,2022,6,473757976,41739356,16471761,415546859
1,Perdagangan,2022,7,203794431,257785965,12983441,-66974975
1,Perdagangan,2022,8,337312693,135797711,48303868,153211114
1,Perdagangan,2022,9,476358440,238722275,43887584,193748581
1,Perdagangan,2022,10,127633091,251166767,35467575,-159001251
1,Perdagangan,2022,11,155797503,160071312,29947744,-34221553
1,Perdagangan,2022,12,232708911,57856186,40823474,134029251
1,Perdagangan,2023,1,98673237,85293686,6983509,6396042
1,Perdagangan,2023,2,435992349,97729132,15166834,323096383
1,Perdagangan,2023,3,123214389,153568263,31365210,-61719084
1,Perdagangan,2023,4,305096858,212463073,32180308,60453477
1,Perdagangan,2023,5,61326237,106343264,39972607,-84989634
1,Perdagangan,2023,6,351691332,152166290,45820227,153704815
1,Perdagangan,2023,7,154436258,99688895,25818992,28928371
1,Perdagangan,2023,8,237276799,243813648,48703467,-55240316
1,Perdagangan,2023,9,331142491,146960685,41998516,142183290
1,Perdagangan,2023,10,86481541,86385640,32674903,-32579002
1,Perdagangan,2023,11,396819932,248424176,30297197,118098559
1,Perdagangan,2023,12,443654452,210906558,42890300,189857594
1,Perdagangan,2024,1,93369428,99348896,23992383,-29971851
1,Perdagangan,2024,2,241094911,263959576,22465321,-45329986
1,Perdagangan,2024,3,312657758,256295490,37474983,18887285
1,Perdagangan,2024,4,352434989,218184878,29390485,104859626
1,Perdagangan,2024,5,114785345,37882750,16616410,60286185
1,Perdagangan,2024,6,244521577,30192257,48167705,166161615
1,Perdagangan,2024,7,473783527,69913224,29850677,374019626
1,Perdagangan,2024,8,276860070,207225564,31658609,37975897
1,Perdagangan,2024,9,214241932,68715257,27268806,118257869
1,Perdagangan,2024,10,56512440,32431395,11099628,12981417
1,Perdagangan,2024,11,347529363,127219264,41253447,179056652
1,Perdagangan,2024,12,380570239,113560813,21722573,245286853
2,Perdagangan,2015,1,427936342,138613134,7503771,281819437
2,Perdagangan,2015,2,388722145,292619295,5666326,90436524
2,Perdagangan,2015,3,251975742,174370901,5118834,72486007
2,Perdagangan,2015,4,439115544,149027769,27725756,262362019
2,Perdagangan,2015,5,431966485,150997589,6079600,274889296
2,Perdagangan,2015,6,210409267,186793897,48381573,-24766203
2,Perdagangan,2015,7,278773646,179267818,13849851,85655977
2,Perdagangan,2015,8,379214564,115534048,23762804,239917712
2,Perdagangan,2015,9,142526139,241971308,34549535,-133994704
2,Perdagangan,2015,10,184667123,176138845,45308782,-36780504
2,Perdagangan,2015,11,370027490,73386038,36530803,260110649
2,Perdagangan,2015,12,83266319,90009467,49910237,-56653385
2,Perdagangan,2016,1,226383634,214073232,40201143,-27890741
2,Perdagangan,2016,2,139473854,271344658,11319707,-143190511
2,Perdagangan,2016,3,386967606,23695961,46771748,316499897
2,Perdagangan,2016,4,304836185,248983934,41396424,14455827
2,Perdagangan,2016,5,322729995,165826804,11095929,145807262
2,Perdagangan,2016,6,222716665,155021056,25840174,41855435
2,Perdagangan,2016,7,51043233,231426941,5529525,-185913233
2,Perdagangan,2016,8,434811567,268532568,21953831,144325168
2,Perdagangan,2016,9,306040172,148565108,12474447,145000617
2,Perdagangan,2016,10,121709884,157917119,37122302,-73329537
2,Perdagangan,2016,11,310588100,211555830,8612610,90419660
2,Perdagangan,2016,12,333627673,164510386,38698788,130418499
2,Perdagangan,2017,1,111819576,217579844,6748014,-112508282
2,Perdagangan,2017,2,224928880,283768157,7288627,-66127904
2,Perdagangan,2017,3,266166852,93706383,22541337,149919132
2,Perdagangan,2017,4,107399769,264439380,25279846,-182319457
2,Perdagangan,2017,5,463623907,227025440,44293284,192305183
2,Perdagangan,2017,6,150952086,226411513,32810313,-108269740
2,Perdagangan,2017,7,368453493,63351876,8693305,296408312
2,Perdagangan,2017,8,300982034,33470137,9466271,258045626
2,Perdagangan,2017,9,219124855,164713028,33709379,20702448
2,Perdagangan,2017,10,353090455,94815222,33997889,224277344
2,Perdagangan,2017,11,163865200,68978079,16726298,78160823
2,Perdagangan,2017,12,268825555,244061323,16438459,8325773
2,Perdagangan,2018,1,65033888,282869948,39958762,-257794822
2,Perdagangan,2018,2,335464164,24035851,39045504,272382809
2,Perdagangan,2018,3,420185632,133751207,20287338,266147087
2,Perdagangan,2018,4,354045611,122912284,34469068,196664259
2,Perdagangan,2018,5,434782347,29702701,16153281,388926365
2,Perdagangan,2018,6,217345404,269137186,41203222,-92995004
2,Perdagangan,2018,7,355752912,151952729,32812615,170987568
2,Perdagangan,2018,8,94653148,263153865,37843353,-206344070
2,Perdagangan,2018,9,439229565,296890017,7597480,134742068
2,Perdagangan,2018,10,341586873,36934380,15617244,289035249
2,Perdagangan,2018,11,218303991,204451800,33372244,-19520053
2,Perdagangan,2018,12,447630460,157587448,9711075,280331937
2,Perdagangan,2019,1,275226121,228181092,7640328,39404701
2,Perdagangan,2019,2,344292375,264103359,31328752,48860264
2,Perdagangan,2019,3,211566703,31552291,5070640,174943772
2,Perdagangan,2019,4,163442790,259475901,23132747,-119165858
2,Perdagangan,2019,5,281902576,255556534,8741196,17604846
2,Perdagangan,2019,6,69511512,31720477,18217648,19573387
2,Perdagangan,2019,7,72558781,82784216,37425301,-47650736
2,Perdagangan,2019,8,254591500,108146618,31778642,114666240
2,Perdagangan,2019,9,110995760,249717603,28263676,-166985519
2,Perdagangan,2019,10,180489576,242350046,42154297,-104014767
2,Perdagangan,2019,11,79365614,205588834,42327243,-168550463
2,Perdagangan,2019,12,387861656,250652851,7763642,129445163
2,Perdagangan,2020,1,426788436,30198499,42342772,354247165
2,Perdagangan,2020,2,228580630,154415503,40940920,33224207
2,Perdagangan,2020,3,441727212,260213684,48144233,133369295
2,Perdagangan,2020,4,476267833,267212966,16398366,192656501
2,Perdagangan,2020,5,289964793,74564054,35773482,179627257
2,Perdagangan,2020,6,397168586,97273675,7276360,292618551
2,Perdagangan,2020,7,99437769,239436205,21434343,-161432779
2,Perdagangan,2020,8,362514729,112992904,45201137,204320688
2,Perdagangan,2020,9,122571674,112792001,18846020,-9066347
2,Perdagangan,2020,10,107235484,43020885,6286643,57927956
2,Perdagangan,2020,11,360305278,160418374,11983896,187903008
2,Perdagangan,2020,12,444659116,34509187,32780899,377369030
2,Perdagangan,2021,1,55409861,136595132,17831595,-99016866
2,Perdagangan,2021,2,300844341,231406938,5448345,63989058
2,Perdagangan,2021,3,394682002,275343741,40433922,78904339
2,Perdagangan,2021,4,65814828,68763532,43538877,-46487581
2,Perdagangan,2021,5,291820729,93851335,40009340,157960054
2,Perdagangan,2021,6,362632190,123982440,47248102,191401648
2,Perdagangan,2021,7,290687490,128331512,43503931,118852047
2,Perdagangan,2021,8,203382256,141848736,25812709,35720811
2,Perdagangan,2021,9,313435380,243807545,44301804,25326031
2,Perdagangan,2021,10,457501471,260539820,48750190,148211461
2,Perdagangan,2021,11,119334164,206404943,16889876,-103960655
2,Perdagangan,2021,12,239475579,32842659,34975778,171657142
2,Perdagangan,2022,1,352413458,119204497,47801198,185407763
2,Perdagangan,2022,2,68892008,211100046,11081950,-153289988
2,Perdagangan,2022,3,60986868,59521538,16706838,-15241508
2,Perdagangan,2022,4,245190712,192891082,28954761,23344869
2,Perdagangan,2022,5,373889887,268523535,21736613,83629739
2,Perdagangan,2022,6,396418123,137601287,7667867,251148969
2,Perdagangan,2022,7,143837987,76987271,46241273,20609443
2,Perdagangan,2022,8,498372027,88452891,9166500,400752636
2,Perdagangan,2022,9,476897448,62734307,12884479,401278662
2,Perdagangan,2022,10,386041882,158795966,25814992,201430924
2,Perdagangan,2022,11,177833288,275669152,26288948,-124124812
2,Perdagangan,2022,12,323997523,276543451,27903535,19550537
2,Perdagangan,2023,1,211563548,55154828,25088365,131320355
2,Perdagangan,2023,2,377278114,198838386,34933823,143505905
2,Perdagangan,2023,3,398590788,209736856,24857417,163996515
2,Perdagangan,2023,4,297941943,27136029,33728561,237077353
2,Perdagangan,2023,5,271568250,214212716,41869124,15486410
2,Perdagangan,2023,6,163245302,175714551,11285088,-23754337
2,Perdagangan,2023,7,168550901,280074560,17460255,-128983914
2,Perdagangan,2023,8,159164720,27468810,6635156,125060754
2,Perdagangan,2023,9,75301054,97264088,10001045,-31964079
2,Perdagangan,2023,10,390007738,292781216,28930984,68295538
2,Perdagangan,2023,11,221023458,58019582,38423744,124580132
2,Perdagangan,2023,12,108720660,262130927,27966789,-181377056
2,Perdagangan,2024,1,336536155,290157776,18298372,28080007
2,Perdagangan,2024,2,213920642,258077364,35170134,-79326856
2,Perdagangan,2024,3,131550308,50413513,30329097,50807698
2,Perdagangan,2024,4,62243026,37864557,11195200,13183269
2,Perdagangan,2024,5,389521586,126222252,22620739,240678595
2,Perdagangan,2024,6,495142461,33832640,35061031,426248790
2,Perdagangan,2024,7,251418785,100197726,22964103,128256956
2,Perdagangan,2024,8,145282726,220030361,25112033,-99859668
2,Perdagangan,2024,9,484696629,115856757,18943554,349896318
2,Perdagangan,2024,10,136601594,268151345,41213003,-172762754
2,Perdagangan,2024,11,335124544,242938165,49166109,43020270
2,Perdagangan,2024,12,57102173,199606266,43720111,-186224204
3,Perdagangan,2015,1,173620654,215574678,27064334,-69018358
3,Perdagangan,2015,2,198899044,81681549,9100673,108116822
3,Perdagangan,2015,3,286415050,140907878,38881791,106625381
3,Perdagangan,2015,4,112468859,70011985,11953757,30503117
3,Perdagangan,2015,5,285431246,288327770,37843745,-40740269
3,Perdagangan,2015,6,472004019,223780344,15320855,232902820
3,Perdagangan,2015,7,202347982,112525563,9657693,80164726
3,Perdagangan,2015,8,151370985,219594780,32696003,-100919798
3,Perdagangan,2015,9,412266761,241567159,38248585,132451017
3,Perdagangan,2015,10,131251088,55409403,21045907,54795778
3,Perdagangan,2015,11,411360343,216972612,40403828,153983903
3,Perdagangan,2015,12,468387393,56081386,11549546,400756461
3,Perdagangan,2016,1,443261002,180045166,21663288,241552548
3,Perdagangan,2016,2,415584022,33081782,33523343,348978897
3,Perdagangan,2016,3,165546206,128664778,48669391,-11787963
3,Perdagangan,2016,4,118181511,256512131,47971495,-186302115
3,Perdagangan,2016,5,357096451,177458712,31471618,148166121
3,Perdagangan,2016,6,475036994,85438362,23727583,365871049
3,Perdagangan,2016,7,253237297,195529362,44902996,12804939
3,Perdagangan,2016,8,238699652,142794587,21618153,74286912
3,Perdagangan,2016,9,273383356,156600085,12904069,103879202
3,Perdagangan,2016,10,197847812,102537517,26023265,69287030
3,Perdagangan,2016,11,66099248,34677069,13480473,17941706
3,Perdagangan,2016,12,330868652,188844360,15889464,126134828
3,Perdagangan,2017,1,62457080,289658325,20608046,-247809291
3,Perdagangan,2017,2,100066487,157343082,14818159,-72094754
3,Perdagangan,2017,3,312327868,31145552,43337315,237845001
3,Perdagangan,2017,4,291382656,275640828,13083123,2658705
3,Perdagangan,2017,5,412277582,177155630,14306167,220815785
3,Perdagangan,2017,6,92758171,154285389,45414423,-106941641
3,Perdagangan,2017,7,460238337,287754137,28335437,144148763
3,Perdagangan,2017,8,147663674,30466615,39861938,77335121
3,Perdagangan,2017,9,429458566,286998786,24678830,117780950
3,Perdagangan,2017,10,455619606,70154221,8708654,376756731
3,Perdagangan,2017,11,180876923,160090082,33084082,-12297241
3,Perdagangan,2017,12,132649048,29810404,49705819,53132825
3,Perdagangan,2018,1,136205129,294727974,46142200,-204665045
3,Perdagangan,2018,2,439596432,171765117,49612395,218218920
3,Perdagangan,2018,3,116689168,252367683,39021442,-174699957
3,Perdagangan,2018,4,152318312,179371374,15511829,-42564891
3,Perdagangan,2018,5,422979745,268001134,41122535,113856076
3,Perdagangan,2018,6,293350896,296847339,16082322,-19578765
3,Perdagangan,2018,7,66203305,165066408,45036964,-143900067
3,Perdagangan,2018,8,155859763,109838873,40555041,5465849
3,Perdagangan,2018,9,395094085,272079480,17248352,105766253
3,Perdagangan,2018,10,82359860,139654085,30691717,-87985942
3,Perdagangan,2018,11,203250307,284428362,46930173,-128108228
3,Perdagangan,2018,12,200732605,259937885,11436446,-70641726
3,Perdagangan,2019,1,289029911,113481782,14057014,161491115
3,Perdagangan,2019,2,271772674,125275634,16242014,130255026
3,Perdagangan,2019,3,202028199,112815365,36055169,53157665
3,Perdagangan,2019,4,376410707,202087754,31337283,142985670
3,Perdagangan,2019,5,72763342,53942384,32375197,-13554239
3,Perdagangan,2019,6,247085687,207446194,40912253,-1272760
3,Perdagangan,2019,7,283543096,263794766,21263882,-1515552
3,Perdagangan,2019,8,357574151,148759218,49914860,158900073
3,Perdagangan,2019,9,133721515,286475845,38618755,-191373085
3,Perdagangan,2019,10,266622866,52686304,13040979,200895583
3,Perdagangan,2019,11,178161931,96362381,36699263,45100287
3,Perdagangan,2019,12,424908453,46216317,48548158,330143978
3,Perdagangan,2020,1,353405900,159970538,5571650,187863712
3,Perdagangan,2020,2,272580384,60435721,12422212,199722451
3,Perdagangan,2020,3,322193430,230118281,28988395,63086754
3,Perdagangan,2020,4,379554817,275857831,46846355,56850631
3,Perdagangan,2020,5,69931456,79376958,46350756,-55796258
3,Perdagangan,2020,6,61643208,63928336,36443720,-38728848
3,Perdagangan,2020,7,460765258,178230518,26982813,255551927
3,Perdagangan,2020,8,284200880,163959985,33151242,87089653
3,Perdagangan,2020,9,322045192,261519179,23161634,37364379
3,Perdagangan,2020,10,335599266,240973568,33972327,60653371
3,Perdagangan,2020,11,464879039,226564923,6135964,232178152
3,Perdagangan,2020,12,113446855,214421608,7155748,-108130501
3,Perdagangan,2021,1,379111821,232760379,36808285,109543157
3,Perdagangan,2021,2,372692386,188645332,13910852,170136202
3,Perdagangan,2021,3,222645754,57617741,36956377,128071636
3,Perdagangan,2021,4,191158973,29451244,48729961,112977768
3,Perdagangan,2021,5,124926168,269031057,22606951,-166711840
3,Perdagangan,2021,6,380491719,295457318,13351245,71683156
3,Perdagangan,2021,7,155945887,240666277,41640608,-126360998
3,Perdagangan,2021,8,323781310,31683982,43438112,248659216
3,Perdagangan,2021,9,120790126,58187510,7609089,54993527
3,Perdagangan,2021,10,237058125,155171687,49132455,32753983
3,Perdagangan,2021,11,234036390,262786501,15016389,-43766500
3,Perdagangan,2021,12,405691074,31630982,34122503,339937589
3,Perdagangan,2022,1,345139881,81298111,20586926,243254844
3,Perdagangan,2022,2,193714291,101143014,36556003,56015274
3,Perdagangan,2022,3,164567717,30321336,21559100,112687281
3,Perdagangan,2022,4,172715546,97859104,14803005,60053437
3,Perdagangan,2022,5,391641411,73509641,46259524,271872246
3,Perdagangan,2022,6,57583354,39908425,44367797,-26692868
3,Perdagangan,2022,7,356047781,176686220,10397662,168963899
3,Perdagangan,2022,8,66413486,30688727,48842483,-13117724
3,Perdagangan,2022,9,145723191,29828366,6805468,109089357
3,Perdagangan,2022,10,221200135,127019524,13514716,80665895
3,Perdagangan,2022,11,497756334,165836355,20043403,311876576
3,Perdagangan,2022,12,143982380,72411802,7244702,64325876
3,Perdagangan,2023,1,472808178,203500067,12726890,256581221
3,Perdagangan,2023,2,475327898,263085322,30554173,181688403
3,Perdagangan,2023,3,193669065,131030983,12395350,50242732
3,Perdagangan,2023,4,423687086,182906457,47019117,193761512
3,Perdagangan,2023,5,171768331,178279897,39809996,-46321562
3,Perdagangan,2023,6,110628583,45291709,35256337,30080537
3,Perdagangan,2023,7,75836512,97782638,36549031,-58495157
3,Perdagangan,2023,8,449272618,265321163,41346859,142604596
3,Perdagangan,2023,9,329744867,207907055,44302467,77535345
3,Perdagangan,2023,10,222162180,224008311,36772452,-38618583
3,Perdagangan,2023,11,403212231,133246334,29144880,240821017
3,Perdagangan,2023,12,377656027,231014645,13887324,132754058
3,Perdagangan,2024,1,497737293,274979367,20863509,201894417
3,Perdagangan,2024,2,203271050,194034265,45225750,-35988965
3,Perdagangan,2024,3,246889400,283901109,18799990,-55811699
3,Perdagangan,2024,4,489785842,123090836,23492846,343202160
3,Perdagangan,2024,5,285199432,247003827,33088632,5106973
3,Perdagangan,2024,6,69894388,119508798,40453171,-90067581
3,Perdagangan,2024,7,210612888,212653386,9661029,-11701527
3,Perdagangan,2024,8,463802881,206636634,43410879,213755368
3,Perdagangan,2024,9,477799466,161075386,32915002,283809078
3,Perdagangan,2024,10,118105394,240705431,44785651,-167385688
3,Perdagangan,2024,11,238658373,165509876,41919127,31229370
3,Perdagangan,2024,12,314025248,150978076,15580030,147467142
4,Perdagangan,2015,1,81199893,76240283,46041777,-41082167
4,Perdagangan,2015,2,215516756,85170480,31461126,98885150
4,Perdagangan,2015,3,481821648,121630640,49798099,310392909
4,Perdagangan,2015,4,220184309,170623294,14427504,35133511
4,Perdagangan,2015,5,263012806,277427167,24655820,-39070181
4,Perdagangan,2015,6,145855581,242431666,34122426,-130698511
4,Perdagangan,2015,7,263812151,119017426,29210749,115583976
4,Perdagangan,2015,8,394197151,176979628,16707868,200509655
4,Perdagangan,2015,9,466899357,298490535,45066066,123342756
4,Perdagangan,2015,10,332216465,209170432,47531405,75514628
4,Perdagangan,2015,11,432506354,138746097,42646529,251113728
4,Perdagangan,2015,12,197986933,130651505,44648899,22686529
4,Perdagangan,2016,1,294504448,33942402,33676873,226885173
4,Perdagangan,2016,2,139097673,116337874,19493549,3266250
4,Perdagangan,2016,3,164153633,164887163,21642016,-22375546
4,Perdagangan,2016,4,159033558,153799387,37722310,-32488139
4,Perdagangan,2016,5,195702236,161667335,25820280,8214621
4,Perdagangan,2016,6,466492278,36701250,41992982,387798046
4,Perdagangan,2016,7,251402810,43656190,22547260,185199360
4,Perdagangan,2016,8,458232263,234387950,34822180,189022133
4,Perdagangan,2016,9,279972546,73517362,47290779,159164405
4,Perdagangan,2016,10,461514119,257575970,42783647,161154502
4,Perdagangan,2016,11,467758285,264169517,13997354,189591414
4,Perdagangan,2016,12,426450959,115277507,34677043,276496409
4,Perdagangan,2017,1,235049252,89071029,12985620,132992603
4,Perdagangan,2017,2,184828941,205318110,29527791,-50016960
4,Perdagangan,2017,3,423340113,75842822,40393865,307103426
4,Perdagangan,2017,4,417256326,133954962,46061756,237239608
4,Perdagangan,2017,5,56202258,96989724,8526737,-49314203
4,Perdagangan,2017,6,125899393,173003904,26232430,-73336941
4,Perdagangan,2017,7,444352531,60473321,25153729,358725481
4,Perdagangan,2017,8,437813846,167008630,15473867,255331349
4,Perdagangan,2017,9,396408467,167796901,40259647,188351919
4,Perdagangan,2017,10,273540957,282536417,12271476,-21266936
4,Perdagangan,2017,11,240978987,78436437,25886096,136656454
4,Perdagangan,2017,12,332508445,103976173,14944790,213587482
4,Perdagangan,2018,1,264126719,265273311,19338768,-20485360
4,Perdagangan,2018,2,146504946,73505232,18109773,54889941
4,Perdagangan,2018,3,228817575,56413676,38877350,133526549
4,Perdagangan,2018,4,449531208,81658869,24023125,343849214
4,Perdagangan,2018,5,414772586,220591853,5116739,189063994
4,Perdagangan,2018,6,81251097,130338489,47723356,-96810748
4,Perdagangan,2018,7,250485996,115809238,16878474,117798284
4,Perdagangan,2018,8,361745349,188787089,40974996,131983264
4,Perdagangan,2018,9,329406633,123316389,25080673,181009571
4,Perdagangan,2018,10,282692752,149914532,11944121,120834099
4,Perdagangan,2018,11,458891979,67226729,45345400,346319850
4,Perdagangan,2018,12,120860062,23138145,34063435,63658482
4,Perdagangan,2019,1,84780908,191956216,47515252,-154690560
4,Perdagangan,2019,2,266342982,189273004,47872208,29197770
4,Perdagangan,2019,3,237992985,146192596,39954715,51845674
4,Perdagangan,2019,4,139813693,101250937,5691757,32870999
4,Perdagangan,2019,5,251717311,197310715,28631669,25774927
4,Perdagangan,2019,6,304996160,110133874,29694812,165167474
4,Perdagangan,2019,7,111399188,186188327,44787171,-119576310
4,Perdagangan,2019,8,453924080,222386214,9422375,222115491
4,Perdagangan,2019,9,335205730,112983350,36873646,185348734
4,Perdagangan,2019,10,389675799,285556725,47955157,56163917
4,Perdagangan,2019,11,436290976,105518073,41905710,288867193
4,Perdagangan,2019,12,102673683,178973394,10703394,-87003105
4,Perdagangan,2020,1,443116915,240872170,16415376,185829369
4,Perdagangan,2020,2,394612346,147440874,31280417,215891055
4,Perdagangan,2020,3,139817241,182322048,12733308,-55238115
4,Perdagangan,2020,4,322311210,276956457,33160024,12194729
4,Perdagangan,2020,5,376131490,232239588,15047595,128844307
4,Perdagangan,2020,6,349344043,115112669,27564965,206666409
4,Perdagangan,2020,7,437537761,297440100,43542128,96555533
4,Perdagangan,2020,8,100760636,191856912,18143608,-109239884
4,Perdagangan,2020,9,354967478,111485680,41851723,201630075
4,Perdagangan,2020,10,229963197,56045138,46601684,127316375
4,Perdagangan,2020,11,88808656,165098454,27992356,-104282154
4,Perdagangan,2020,12,338950645,72534223,28388869,238027553
4,Perdagangan,2021,1,171821649,113050123,15563214,43208312
4,Perdagangan,2021,2,342810298,241602280,33172140,68035878
4,Perdagangan,2021,3,242919065,189336878,15523401,38058786
4,Perdagangan,2021,4,429089935,235814854,42367702,150907379
4,Perdagangan,2021,5,289687449,193895929,6524102,89267418
4,Perdagangan,2021,6,195796877,223362440,26900146,-54465709
4,Perdagangan,2021,7,262155055,220844090,34061846,7249119
4,Perdagangan,2021,8,244741724,255719027,8433382,-19410685
4,Perdagangan,2021,9,394214498,116355770,8395049,269463679
4,Perdagangan,2021,10,133952230,178946576,45984077,-90978423
4,Perdagangan,2021,11,463475998,280606571,47942594,134926833
4,Perdagangan,2021,12,356182948,149987754,20170521,186024673
4,Perdagangan,2022,1,478495030,146639062,17267883,314588085
4,Perdagangan,2022,2,361074854,251829367,40396080,68849407
4,Perdagangan,2022,3,214933123,194904668,28215061,-8186606
4,Perdagangan,2022,4,345289752,23828433,24512480,296948839
4,Perdagangan,2022,5,97149071,242552556,32866537,-178270022
4,Perdagangan,2022,6,57152747,202562241,42691702,-188101196
4,Perdagangan,2022,7,423416674,111351453,6020154,306045067
4,Perdagangan,2022,8,309729164,144284044,43499601,121945519
4,Perdagangan,2022,9,325168671,267346783,13195810,44626078
4,Perdagangan,2022,10,350775290,60739629,34900787,255134874
4,Perdagangan,2022,11,276275356,93823165,49746736,132705455
4,Perdagangan,2022,12,165667420,181476925,15760888,-31570393
4,Perdagangan,2023,1,396849551,113144811,37909688,245795052
4,Perdagangan,2023,2,128483721,203681944,40414014,-115612237
